Halal,NAME,BSE-ID,NSECode,Industry,More
no,GCM Commodity & Derivatives Ltd,GCMCOMM,,Other Financial Services,More
no,GCM SECURITIES LTD,GCMSECU,,Finance & Investments,More
yes,GCONNECT LOGITECH AND SUPPLY CHAIN LIMITED,GCONNECT,,Logistics Solution Provider,More
yes,GE POWER INDIA LTD,GEPIL,GEPIL,Engineering - Turnkey Services,More
yes,GE T&D INDIA LTD,GET&D,GET&D,Electric Equipment,More
no,GEE LTD.,GEE,,Electrodes - Welding Equipment,More
no,GEECEE VENTURES LIMITED,GEECEE,GEECEE,Construction,More
yes,GEEKAY WIRES,,GEEKAYWIRE,Cables - Power,More
no,GEETANJALI CREDIT AND CAPITAL LTD,GEETANJ,,Finance & Investments,More
yes,GEM SPINNERS INDIA LTD.,GEMSPIN,,Textiles - Cotton/Blended,More
no,GEMSTONE INVESTMENTS LTD.,GEMSI,,Finance & Investments,More
no,GENERA AGRI CORP LTD,GENERAAGRI,,Miscellaneous,More
no,GENERAL INSURANCE CORPORATION OF INDIA,GICRE,GICRE,Finance & Investments,More
no,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LTD,GENCON,GENCON,Construction,More
yes,GENERIC PHARMASEC LTD,GENPHARMA,,Dyes And Pigments,More
yes,GENESIS IBRC INDIA LTD,GENESIS,,Miscellaneous,More
yes,GENESYS INTERNATIONAL CORPORATION LTD.,GENESYS,GENESYS,Computers - Software - Medium / Small,More
yes,GENNEX LABORATORIES LTD.,GENNEX,,Pharmaceuticals - Indian - Bulk Drugs,More
no,GENSOL ENGINEERING LTD,GENSOL,GENSOL,Miscellaneous,More
no,GENUS PAPER & BOARDS LTD,GENUSPAPER,GENUSPAPER,Paper,More
yes,GENUS POWER INFRASTRUCTURES LTD.,GENUSPOWER,GENUSPOWER,Electronics - Components,More
no,GENUS PRIME INFRA LTD,GENUSPRIME,,Construction,More
no,GEOJIT FINANCIAL SERVICES LTD,GEOJITFSL,GEOJITFSL,Finance & Investments,More
yes,GFL LTD,GFLLIMITED,GFLLIMITED,Finance & Investments,More
yes,GHCL LTD.,GHCL,GHCL,Chemicals,More
yes,GHCL Textiles,GHCLTEXTIL,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,More
yes,GIAN LIFE CARE LTD,GIANLIFE,,Healthcare,More
no,GIC HOUSING FINANCE LTD.,GICHSGFIN,GICHSGFIN,Finance - Housing,More
no,GILADA FINANCE & INVESTMENTS LTD,GILADAFINS,,Finance & Investments,More
no,GILLANDERS ARBUTHNOT & CO.LTD.,GILLANDERS,GILLANDERS,Diversified - Medium / Small,More
yes,GILLETTE INDIA LTD.,GILLETTE,GILLETTE,Personal Care - Multinational,More
yes,GINI SILK MILLS LTD,GINISILK,,Trading & Distributors,More
no,GINNI FILAMENTS LTD.,GINNIFILA,GINNIFILA,Textiles - Cotton/Blended,More
no,GIR Natureview Resorts Limited,GIRRESORTS,,Capital Goods,More
yes,GIRIRAJ CIVIL,,GIRIRAJ,Construction,More
yes,GITA RENEWABLE ENERGY LTD,GITARENEW,,Power Generation And Supply,More
yes,GKB OPHTHALMICS LTD.,GKB,,Personal Care - Indian,More
no,GKW LTD.,,GKWLIMITED,Miscellaneous,More
no,GLANCE FINANCE LTD.,GLANCE,,Finance & Investments,More
yes,GLAND PHARMA LTD,GLAND,GLAND,Pharmaceuticals - Indian - Bulk Drugs,More
yes,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,GLAXO,GLAXO,Pharmaceuticals - Multinational,More
yes,GLENMARK LIFE SCIENCES LTD,GLS,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,GLENMARK PHARMACEUTICALS LTD.,GLENMARK,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,GLITTEK GRANITES LTD.,GLITTEKG,,Miscellaneous,More
no,GLOBAL CAPITAL MARKETS LTD.,GLOBALCA,,Finance & Investments,More
yes,GLOBAL EDUCATION,,GLOBAL,Miscellaneous,More
yes,Global Health Ltd,MEDANTA,MEDANTA,Hospitals,More
no,GLOBAL OFFSHORE SERVICES LTD.,GLOBOFFS,,Shipping,More
yes,Global Pet Industries Ltd,,GLOBALPET,Industrial Products,More
yes,Global Surfaces Ltd,GSLSU,GSLSU,Granites & Marbles,More
no,GLOBAL VECTRA HELICORP LTD.,GLOBALVECT,GLOBALVECT,Transport - Airlines,More
no,GLOBALSPACE TECHNOLOGIES LTD,GSTL,,Computers - Software - Medium / Small,More
no,GLOBE COMMERCIALS LTD,GLCL,,Trading,More
yes,Globe Intl. Car.,,GICL,Miscellaneous,More
no,GLOBE TEXTILES,,GLOBE,Textiles - Products,More
yes,Globesecure Tech,,GSTL,Computers - Software - Medium / Small,More
yes,Globus Constructors & Developers Limited,GLOBUSCON,,"Textiles, Apparels & Accessories",More
no,GLOBUS CORPORATION LTD.,GLOBUSCOR,,Aluminium and Aluminium Products,More
no,GLOBUS SPIRITS LTD.,GLOBUSSPR,GLOBUSSPR,Breweries & Distilleries,More
yes,GLOSTER LTD,GLOSTERLTD,,Textiles - Jute - Yarn / Products,More
yes,GMM PFAUDLER LTD.,GMM,GMMPFAUDLR,Engineering,More
no,GMR INFRASTRUCTURE LTD.,GMRINFRA,GMRINFRA,Engineering - Turnkey Services,More
no,GMR Power and Urban Infra Limited,GMRP&UI,GMRP&UI,Utilities,More
yes,Go Fashion (India) Ltd,GOCOLORS,GOCOLORS,Other Apparels & Accessories,More
yes,GOA CARBON LTD.,GOACARBON,GOACARBON,Chemicals,More
no,GOBLIN INDIA LTD,GOBLIN,,Trading,More
no,GOCL CORPORATION LTD,GOCLCORP,GOCLCORP,Chemicals,More
no,GODAVARI DRUGS LTD.,GODAVARI,,Pharmaceuticals - Indian - Bulk Drugs,More
yes,GODAWARI POWER & ISPAT LTD.,GPIL,GPIL,Steel - Medium / Small,More
no,GODFREY PHILLIPS INDIA LTD.,GODFRYPHLP,GODFRYPHLP,Cigarettes,More
no,GODHA CABCON,,GODHA,Cables - Power,More
yes,GODREJ AGROVET LTD,GODREJAGRO,GODREJAGRO,Food - Processing - Indian,More
yes,GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,GODREJCP,Personal Care - Indian,More
no,GODREJ INDUSTRIES LTD.,GODREJIND,GODREJIND,Chemicals,More
no,GODREJ PROPERTIES LTD,GODREJPROP,GODREJPROP,Construction,More
no,GOENKA BUSINESS & FINANCE LTD,GBFL,,Finance & Investments,More
no,GOENKA DIAMOND & JEWELS LTD.,GOENKA,GOENKA,Diamond Cutting / Jewellery,More
no,GOGIA CAPITAL SERVICES LIMITED,GOGIACAP,,Finance & Investments,More
no,GOKAK TEXTILES LTD.,GOKAKTEX,,Textiles - Cotton/Blended,More
yes,GOKALDAS EXPORTS LTD.,GOKEX,GOKEX,Textiles - Products,More
no,GOKUL AGRO RESOURCES LTD,GOKULAGRO,GOKULAGRO,Solvent Extraction,More
no,GOKUL REFOILS & SOLVENT LTD.,GOKUL,GOKUL,Solvent Extraction,More
no,GOLD COIN HEALTH FOODS LTD,GOLDCOINHF,,Food - Processing - Indian,More
no,GOLD LINE INTERNATIONAL FINVEST LTD,GOLDLINE,,Finance & Investments,More
no,GOLDCREST CORPORATION LIMITED,GOLDCORP,,Miscellaneous,More
no,GOLDEN CARPETS LTD.,GOLCA,,Textiles - Products,More
no,GOLDEN TOBACCO LTD.,GOLDENTOBC,GOLDENTOBC,Cigarettes,More
no,GOLDIAM INTERNATIONAL LTD.,GOLDIAM,GOLDIAM,Diamond Cutting / Jewellery,More
yes,GOLDKART JEWELS LIMITED,,GOLDKART,Gems Jewellery And Watches,More
yes,GOLDSTAR POWER,,GOLDSTAR,Electric Equipment,More
yes,GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH,GOLDTECH,Computers - Software - Medium / Small,More
no,GOLECHHA GLOBAL FINANCE LTD.,GOLECHA,,Finance & Investments,More
no,GOLKONDA ALUMINIUM EXTRUSIONS LTD,GOLKONDA,,Aluminium and Aluminium Products,More
no,GOLKUNDA DIAMONDS & JEWELLERY LTD.,GOLKUNDIA,,Diamond Cutting / Jewellery,More
no,GONTERMANN-PEIPERS (INDIA) LTD.,GONTER,,Iron & Steel/Interm.Products,More
no,GOODLUCK INDIA LTD,GOODLUCK,GOODLUCK,Steel - Medium / Small,More
yes,GOODRICKE GROUP LTD.,GOODRICKE,,Tea,More
yes,GOODYEAR INDIA LTD.,GOODYEAR,,Tyres,More
yes,Gopal Snacks Ltd,GOPAL,GOPAL,Packaged Foods,More
no,GOPALA POLYPLAST LTD.,GOPALA,,Packaging,More
yes,GORANI INDUSTRIES LTD.,GORANIN,,Domestic Appliances,More
no,GOTHI PLASCON (INDIA) LTD.,GOTHIPL,,Construction,More
no,GOWRA LEASING & FINANCE LTD.,GOWRALE,,Finance & Investments,More
yes,Goyal Aluminiums Ltd,GOYALALUM,GOYALALUM,Trading & Distributors,More
no,GOYAL ASSOCIATES LTD.,GOYALASS,,Finance & Investments,More
yes,Goyal Salt Ltd,,GOYALSALT,Other Food Products,More
yes,GP PETROLEUMS LIMITED,GULFPETRO,GULFPETRO,Chemicals,More
yes,GPT Healthcare Ltd,GPTHEALTH,GPTHEALTH,Hospital,More
no,GPT INFRAPROJECTS LTD.,GPTINFRA,GPTINFRA,Construction,More
yes,GRAND FOUNDRY LTD.,GRANDFONRY,,Steel - Medium / Small,More
no,GRANDEUR PRODUCTS LTD,GPL,,Trading,More
yes,GRANULES INDIA LTD.,GRANULES,GRANULES,Pharmaceuticals - Indian - Bulk Drugs,More
yes,Graphisads,,GRAPHISAD,Miscellaneous,More
yes,GRAPHITE INDIA LTD.,GRAPHITE,GRAPHITE,Electrodes - Graphites,More
no,GRASIM INDUSTRIES LTD.,GRASIM,GRASIM,Textiles - Manmade,More
yes,GRATEX INDUSTRIES LTD.,GRATEXI,,Paper & Paper Products,More
yes,GRAUER & WEIL (INDIA) LTD.,GRAUWEIL,,Chemicals,More
no,GRAVISS HOSPITALITY LTD.,GRAVISSHO,,Hotels,More
yes,GRAVITA INDIA LTD.,GRAVITA,GRAVITA,Mining / Minerals / Metals,More
no,GRAVITY (INDIA) LTD.,GRAVITY,,Textiles - Processing,More
no,GREAT EASTERN SHIPPING CO.LTD.,GESHIP,GESHIP,Shipping,More
yes,GREAVES COTTON LTD.,GREAVESCOT,GREAVESCOT,Engines,More
yes,Greenchef Appliances Ltd,,GREENCHEF,Household Appliances,More
no,GREENCREST FINANCIAL SERVICES LIMITED,GREENCREST,,Finance & Investments,More
yes,Greenhitech Ventures Ltd,GVL,,Lubricants,More
yes,GREENLAM INDUSTRIES LTD,GRNLAMIND,GREENLAM,Miscellaneous,More
yes,GREENPANEL INDUSTRIES LTD,GREENPANEL,GREENPANEL,Miscellaneous,More
no,GREENPLY INDUSTRIES LTD.,GREENPLY,GREENPLY,Miscellaneous,More
no,Gretex Corporate Services Ltd,GCSL,,Other Capital Market related Services,More
no,GRILL SPLENDOUR SERVICES LIMITED,,BIRDYS,,More
yes,GRINDWELL NORTON LTD.,GRINDWELL,GRINDWELL,Abrasives And Grinding Wheels,More
yes,GRM OVERSEAS LTD.,GRMOVER,GRMOVER,Food - Processing - Indian,More
yes,GROB TEA CO,,GROBTEA,Tea,More
no,GROVY INDIA LTD,GROVY,,Construction,More
yes,Growington Ventures India Ltd,GROWINGTON,,Trading & Distributors,More
yes,GRP LTD.,GRPLTD,GRPLTD,Miscellaneous,More
no,GSB FINANCE LTD.,GSBFIN,,Finance & Investments,More
no,GSL SECURITIES LTD.,GSLSEC,,Finance & Investments,More
yes,GSS INFOTECH LTD.,GSS,GSS,Computers - Software - Medium / Small,More
no,G-TEC JAINX EDUCATION LIMITED,,GTECJAINX,E-Learning,More
no,G-TECH INFO-TRAINING LTD.,GTEIT,,IT Software & Services - BPO/KPO,More
no,GTL INFRASTRUCTURE LTD.,GTLINFRA,GTLINFRA,Telecommunications - Equipment,More
no,GTL LTD.,GTL,GTL,Telecommunications - Equipment,More
no,GTN INDUSTRIES LTD.,GTNINDS,,Textiles - Cotton/Blended,More
no,GTN TEXTILES LTD.,GTNTEX,,Textiles - Cotton/Blended,More
no,GTPL HATHWAY LTD,GTPL,GTPL,Entertainment / Electronic Media Software,More
yes,GTV ENGINEERING LTD,GTV,,Electric Equipment,More
yes,GUFIC BIOSCIENCES LTD.,GUFICBIO,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,GUJARAT ALKALIES & CHEMICALS LTD.,GUJALKALI,GUJALKALI,Chlor Alkali / Soda Ash,More
yes,GUJARAT AMBUJA EXPORTS LTD.,GAEL,GAEL,Solvent Extraction,More
no,GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,GUJAPOLLO,Engineering,More
yes,GUJARAT CONTAINERS LTD.,GUJCONT,,Packaging,More
no,GUJARAT COTEX LTD.,GUJCOTEX,,Trading,More
no,GUJARAT CRAFT INDUSTRIES LTD.,GUJCRAFT,,Textiles - Manmade,More
no,GUJARAT CREDIT CORPORATION LTD.,GUJCRED,,Finance & Investments,More
yes,GUJARAT FLUOROCHEMICALS LTD,FLUOROCHEM,FLUOROCHEM,Chemicals,More
yes,GUJARAT GAS LTD,GUJGAS,GUJGASLTD,Miscellaneous,More
yes,GUJARAT HOTELS LTD.,GUJHOTE,,Hotels,More
no,GUJARAT HY-SPIN LTD,GUJHYSPIN,,Textiles - Cotton/Blended,More
no,GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,GIPCL,Power Generation And Supply,More
yes,GUJARAT INJECT (KERALA) LTD.,GUJINJEC,,Pharmaceuticals,More
yes,GUJARAT INTRUX LTD.,GUJINTRX,,Steel - Medium / Small,More
no,GUJARAT INVESTA LTD.,GUJINV,,Finance & Investments,More
no,GUJARAT LEASE FINANCING LTD.,GLFL,GLFL,Finance & Investments,More
no,GUJARAT METALLIC COAL & COKE LTD.,GMETCOAL,,Trading,More
yes,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD,GMDCLTD,Mining / Minerals / Metals,More
yes,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,GNFC,GNFC,Fertilizers,More
yes,GUJARAT NATURAL RESOURCES LIMITED,GNRL,,Steel - Medium / Small,More
no,GUJARAT PETROSYNTHESE LTD.,GUJPETR,,Plastics Products,More
yes,GUJARAT PIPAVAV PORT LTD.,GPPL,GPPL,Miscellaneous,More
yes,GUJARAT POLY ELECTRONICS LTD,GUJARATPOLY,,Electronics - Components,More
no,Gujarat Raffia Industries Limited,GUJRAFFIA,GUJRAFFIA,Basic Materials,More
no,GUJARAT RAFFIA INDUSTRIES LTD.,GUJRAFIA,,Packaging,More
yes,GUJARAT SIDHEE CEMENT LTD.,GSCLCEMENT,,Cement - North India,More
yes,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,GSFC,GSFC,Fertilizers,More
no,GUJARAT STATE FINANCIAL CORPORATION,GUJSTATFIN,,Finance - Term-Lending Institutions,More
yes,GUJARAT STATE PETRONET LTD.,GSPL,GSPL,Miscellaneous,More
yes,GUJARAT TERCE LABORATORIES LTD.,GUJTERC,,Pharmaceuticals - Indian - Formulations,More
yes,GUJARAT THEMIS BIOSYN LTD.,GUJTHEM,,Pharmaceuticals - Indian - Bulk Drugs,More
yes,GUJARAT TOOLROOM LTD.,GUJTLRM,,Engineering,More
yes,GULF OIL LUBRICANTS INDIA LTD,GULFOILLUB,GULFOILLUB,Chemicals,More
yes,GULSHAN POLYOLS LTD.,GULPOLY,GULPOLY,Chemicals,More
no,GV FILMS LTD.,GVFILM,,Entertainment / Electronic Media Software,More
no,GVK POWER & INFRASTRUCTURE LTD.,,GVKPIL,Engineering - Turnkey Services,More
yes,GVP INFOTECH LIMITED,,GVPTECH,Computers - Software & Consulting,More
no,H.G. INFRA ENGINEERING LTD,HGINFRA,HGINFRA,Construction,More
no,H.P.COTTON TEXTILE MILLS LTD.,HPCOTTON,,Textiles - Cotton/Blended,More
no,H.S.INDIA LTD.,HOTLSILV,,Hotels,More
no,HALDER VENTURE LTD,HALDER,,,More
no,HALDYN GLASS LTD,HALDYNGL,,Glass & Glass Products,More
no,HANMAN FIT LTD,HANMAN,,Miscellaneous,More
yes,HAPPIEST MINDS TECHNOLOGIES LTD,HAPPSTMNDS,HAPPSTMNDS,Computers - Software - Medium / Small,More
yes,Happy Forgings Ltd,HAPPYFORGE,HAPPYFORGE,Castings & Forgings,More
no,HARDCASTLE & WAUD MFG.CO.LTD.,HARDCAS,,Miscellaneous,More
yes,HARDWYN INDIA LTD,HARDWYN,HARDWYN,Trading,More
no,HARIA APPARELS LTD,HARIAAPL,,Textiles - Products,More
no,HARIA EXPORTS LTD.,HARIAEXPO,,Textiles - Products,More
no,Hariom Pipe Industries Ltd,HARIOMPIPE,HARIOMPIPE,Iron & Steel Products,More
no,HARISH TEXTILE ENGINEERS LTD,HARISH,,Engineering,More
no,HARIYANA SHIP BREAKERS LTD.,HRYNSHP,,Miscellaneous,More
no,HARMONY CAPITAL SERVICES LTD.,HRMNYCP,,Finance & Investments,More
no,HARRISONS MALAYALAM LTD.,HARRMALAYA,HARRMALAYA,Tea,More
yes,Harsha Engineers International Ltd,HARSHA,HARSHA,Other Industrial Products,More
yes,Harshdeep Hortico Ltd,HARSHDEEP,,Other Agricultural Products,More
no,HARYANA CAPFIN LTD.,HARYNACAP,,Finance & Investments,More
yes,HARYANA LEATHER CHEMICALS LTD.,HARLETH,,Chemicals,More
no,HASTI FINANCE LTD.,HASTIFIN,,Finance & Investments,More
no,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,HATHWAYB,,Entertainment / Electronic Media Software,More
no,HATHWAY CABLE & DATACOM LTD,HATHWAY,HATHWAY,Entertainment / Electronic Media Software,More
yes,HATSUN AGRO PRODUCT LTD.,HATSUN,HATSUN,Food - Processing - Indian,More
yes,HAVELLS INDIA LTD.,HAVELLS,HAVELLS,Electric Equipment,More
no,HAWA ENGINEERS LTD,HAWAENG,,Engineering,More
yes,HAWKINS COOKERS LTD.,HAWKINCOOK,,Domestic Appliances,More
yes,HAZOOR MULTI PROJECTS LTD.,HAZOOR,,Movies & Entertainment,More
no,HB ESTATE DEVELOPERS LTD.,HBESD,,Construction,More
no,HB LEASING & FINANCE CO.LTD.,HBLEAS,,Finance & Investments,More
no,HB PORTFOLIO LTD.,HBPOR,,Finance & Investments,More
no,HB Stockholdings Limited,HBSL,HBSL,Financial,More
no,HB STOCKHOLDINGS LTD.,HBSTOCK,,Finance & Investments,More
yes,HBL POWER SYSTEMS LTD.,HBLPOWER,HBLPOWER,Dry Cells,More
no,HCL INFOSYSTEMS LTD.,HCL-INSYS,HCL-INSYS,Computers - Hardware,More
yes,HCL TECHNOLOGIES LTD.,HCLTECH,HCLTECH,Computers - Software - Large,More
no,HCP Plastene Bulkpack Ltd,HPBL,,Containers & Packaging,More
no,HDFC ASSET MANAGEMENT COMPANY LTD,HDFCAMC,HDFCAMC,Finance & Investments,More
no,HDFC BANK LTD,HDFCBANK,HDFCBANK,Banks - Private Sector,More
no,HDFC LIFE INSURANCE COMPANY LTD,HDFCLIFE,HDFCLIFE,Finance & Investments,More
no,Heads UP Ventures Limited,HEADSUP,HEADSUP,Trading - Textile Products,More
yes,HEALTHCARE GLOBAL ENTERPRISES LTD,HCG,HCG,Healthcare,More
no,HEC INFRA PROJECTS LIMITED,HECPROJECT,HECPROJECT,Miscellaneous,More
no,HEERA ISPAT LTD.,HEERAISP,,Steel - Medium / Small,More
yes,HEG LTD.,HEG,HEG,Electrodes - Graphites,More
yes,HEIDELBERGCEMENT INDIA LTD.,HEIDELBERG,HEIDELBERG,Cement - North India,More
no,HELPAGE FINLEASE LTD,HELPAGE,,Finance & Investments,More
yes,HEMADRI CEMENTS LTD,HEMACEM,,Cement & Cement Products,More
yes,HEMANG RESOURCES LTD,HEMANG,,Trading,More
yes,Hemant Surgical Industries Ltd,HSIL,,Medical Equipment & Supplies,More
yes,HEMISPHERE PROPERTIES INDIA LTD,HEMIPROP,HEMIPROP,Construction,More
yes,HERANBA INDUSTRIES LTD,HERANBA,HERANBA,Pesticides / Agrochemicals - Indian,More
yes,HERCULES HOISTS LTD.,HERCULES,HERCULES,Engineering,More
yes,HERITAGE FOODS LIMITED,HERITGFOOD,HERITGFOOD,Food - Processing - Indian,More
yes,HERO MOTOCORP LTD.,HEROMOTOCO,HEROMOTOCO,Automobiles - Motorcycles / Mopeds,More
yes,HESTER BIOSCIENCES LTD.,HESTERBIO,HESTERBIO,Pharmaceuticals - Indian - Formulations,More
yes,Heubach Colorants India Ltd,HEUBACHIND,HEUBACHIND,Dyes And Pigments,More
yes,HEXA TRADEX LTD.,HEXATRADEX,HEXATRADEX,Trading,More
yes,HFCL LTD,HFCL,HFCL,Engineering - Turnkey Services,More
no,HG Industries Ltd,HGIND,,Construction Materials,More
yes,HIGH ENERGY BATTERIES (INDIA) LTD.,HIGHENE,,Electric Equipment,More
no,HIGH STREET FILATEX LTD.,HIGHSTREE,,Trading,More
yes,Hi-Green Carbon Ltd,,HIGREEN,Waste Management,More
yes,HIKAL LTD.,HIKAL,HIKAL,Pharmaceuticals - Indian - Bulk Drugs,More
yes,HIL LTD.,HIL,HIL,Cement Products,More
yes,HILIKS TECHNOLOGIES LTD,HILIKS,,Computers - Software - Medium / Small,More
no,HILTON METAL FORGING LTD.,HILTON,HILTON,Castings & Forgings,More
no,HIM TEKNOFORGE LTD,HIMTEK,,Auto Ancillaries,More
yes,HIMACHAL FIBRES LTD.,HIMFIBP,,Textiles - Cotton/Blended,More
yes,HIMADRI SPECIALITY CHEMICAL LTD,HSCL,HSCL,Chemicals,More
yes,HIMALAYA FOOD INTERNATIONAL LTD,HFIL,,Food - Processing - Indian,More
no,HIMATSINGKA SEIDE LTD.,HIMATSEIDE,HIMATSEIDE,Textiles - Products,More
yes,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,,Aluminium and Aluminium Products,More
yes,HIND RECTIFIERS LTD.,HIRECT,HIRECT,Electronics - Components,More
no,HINDALCO INDUSTRIES LTD.,HINDALCO,HINDALCO,Aluminium and Aluminium Products,More
yes,HINDCON CHEMICAL,,HINDCON,Chemicals,More
yes,HINDOOSTAN MILLS LTD.,HINDMILL,,Textile Machinery,More
yes,HINDPRAKASH INDU,,HPIL,Dyes And Pigments,More
yes,HINDUJA GLOBAL SOLUTIONS LTD.,HGS,HGS,Computers - Software - Medium / Small,More
no,HINDUSTAN ADHESIVES LTD.,HINDADH,,Packaging,More
no,HINDUSTAN AERONAUTICS LTD,HAL,HAL,Engineering,More
no,HINDUSTAN BIO SCIENCES LTD.,HINDBIO,,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,HINDUSTAN COMPOSITES LTD.,HINDCOMPOS,HINDCOMPOS,Auto Ancillaries,More
no,HINDUSTAN CONSTRUCTION CO.LTD.,HCC,HCC,Construction,More
yes,HINDUSTAN COPPER LTD.,HINDCOPPER,HINDCOPPER,Mining / Minerals / Metals,More
no,HINDUSTAN EVEREST TOOLS LTD,HINDEVER,,Manufacturer and exporters - Industrial Goods,More
no,HINDUSTAN FLUOROCARBONS LTD.,HINFLUR,,Petrochemicals,More
yes,HINDUSTAN FOODS LTD.,HNDFDS,HNDFDS,Food - Processing - Indian,More
yes,HINDUSTAN HARDY LTD,HINDHARD,,Auto Ancillaries,More
yes,HINDUSTAN MEDIA VENTURES LTD.,HMVL,HMVL,Entertainment / Electronic Media Software,More
yes,HINDUSTAN MOTORS LTD.,HINDMOTORS,HINDMOTORS,Automobiles - Passenger Cars,More
no,HINDUSTAN OIL EXPLORATION CO.LTD.,HINDOILEXP,HINDOILEXP,Oil Drilling / Allied Services,More
no,HINDUSTAN ORGANIC CHEMICALS LTD.,HOCL,,Chemicals,More
no,HINDUSTAN PETROLEUM CORPORATION LTD.,HINDPETRO,HINDPETRO,Refineries,More
no,HINDUSTAN TIN WORKS LTD.,HINDTIN,,Packaging,More
yes,HINDUSTAN UNILEVER LTD.,HINDUNILVR,HINDUNILVR,Personal Care - Multinational,More
no,HINDUSTAN ZINC LTD.,HINDZINC,HINDZINC,Mining / Minerals / Metals,More
no,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.,HINDNATGLS,HINDNATGLS,Glass & Glass Products,More
no,HINDUSTHAN URBAN INFRASTRUCTURE LTD,HUIL,,Cables - Power,More
no,Hindware Home Innovation Limited,HINDWAREAP,HINDWAREAP,Household Appliances,More
yes,HIPOLIN LTD.,HIPOLIN,,Detergents / Intermediates,More
no,Hisar Metal Industries Limited,HISARMETAL,HISARMETAL,Metals,More
no,HISAR METAL INDUSTRIES LTD.,HISARMET,,Steel - Medium / Small,More
yes,HISAR SPINNING MILLS LTD.,HISARSP,,Textiles - Cotton/Blended,More
yes,HIT KIT GLOBAL SOLUTIONS LTD.,HITKITGLO,,Trading,More
yes,HITECH CORPORATION LTD,HITECHCORP,HITECHCORP,Packaging,More
no,HI-TECH PIPES,,HITECH,Steel - Medium / Small,More
no,Hi-Tech Winding Systems Ltd,HITECHWIND,,Paper & Paper Products,More
no,HITTCO TOOLS LTD.,HITTCO,,Engineering,More
no,HKG LTD,HKG,,Trading,More
yes,HLE GLASCOAT LTD,HLEGLAS,HLEGLAS,Engineering,More
no,HLV LTD,HLVLTD,HLVLTD,Hotels,More
yes,HMA Agro Industries Ltd,HMAAGRO,HMAAGRO,Meat Products including Poultry,More
yes,HMT LTD.,HMT,HMT,Engineering,More
yes,Holmarc Opto-Mechatronics Ltd,,HOLMARC,Other Industrial Products,More
no,HOME FIRST FINANCE COMPANY INDIA LTD,HOMEFIRST,HOMEFIRST,Finance & Investments,More
no,Homesfy Realty Ltd,,HOMESFY,Real Estate related services,More
yes,Honasa Consumer Ltd,HONASA,HONASA,Personal Care,More
yes,HONDA INDIA POWER PRODUCTS LTD,HONDAPOWER,HONDAPOWER,Electric Equipment,More
yes,HONEYWELL AUTOMATION INDIA LTD.,HONAUT,HONAUT,Electronics - Components,More
no,HOUSING & URBAN DEVELOPMENT CORPORATION LTD,HUDCO,HUDCO,Finance - Housing,More
no,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,HDIL,HDIL,Construction,More
no,HOUSING DEVELOPMENT FINANCE CORP.LTD.,HDFC,,Finance - Housing,More
yes,HOV SERVICES LTD.,HOVS,HOVS,Computers - Software - Medium / Small,More
no,HOWARD HOTELS LTD.,HOWARHO,,Hotels,More
yes,HP Adhesives Ltd,HPAL,HPAL,Specialty Chemicals,More
no,HPL ELECTRIC & POWER LTD,HPL,HPL,Electric Equipment,More
yes,HRH Next Services Ltd,,HRHNEXT,(BPO)/(KPO),More
no,HSIL LTD.,HSIL,,Ceramics - Tiles / Sanitaryware,More
no,HT MEDIA LTD.,HTMEDIA,HTMEDIA,Entertainment / Electronic Media Software,More
no,HUBTOWN LTD.,HUBTOWN,HUBTOWN,Construction,More
yes,HUHTAMAKI INDIA LTD,HUHTAMAKI,HUHTAMAKI,Packaging,More
no,HUMMING BIRD EDUCATION LTD,HBEL,,Miscellaneous,More
yes,Hypersoft Technologies Ltd,HYPERSOFT,,Computers - Software & Consulting,More
yes,I G PETROCHEMICALS LTD.,IGPL,IGPL,Chemicals,More
no,IB INFOTECH ENTERPRISES LTD.,IBINFO,,Food - Processing - Indian,More
no,IBL Finance Ltd,,IBLFL,Non Banking Financial Company,More
no,ICDS LTD.,ICDSLTD,ICDSLTD,Finance & Investments,More
yes,ICE MAKE REFRIG.,,ICEMAKE,Engineering,More
no,ICICI BANK LTD.,ICICIBANK,ICICIBANK,Banks - Private Sector,More
no,ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,ICICIGI,ICICIGI,Finance & Investments,More
