Halal,NAME,BSE-ID,NSECode,Industry,More
no,STELLANT SECURITIES (INDIA) LTD.,STELLANT,,Finance & Investments,More
no,STELLAR CAPITAL SERVICES LTD,STELLAR,,Finance & Investments,More
no,STEP TWO CORPORATION LTD.,STEP2COR,,Finance & Investments,More
no,STEPHANOTIS FINANCE LTD,STEPHANOTIS,,Finance & Investments,More
yes,STERLING AND WILSON SOLAR LTD,SWSOLAR,SWSOLAR,Engineering - Turnkey Services,More
no,STERLING GREEN WOODS LTD.,STRGRENWO,,Hotels,More
no,STERLING GUARANTY & FINANCE LTD.,STRLGUA,,Finance & Investments,More
yes,STERLING TOOLS LTD.,STERTOOLS,STERTOOLS,Fasteners,More
no,STERLITE TECHNOLOGIES LTD.,STLTECH,STLTECH,Cables - Telephone,More
no,STL GLOBAL LTD.,SGL,SGL,Textiles - Processing,More
yes,STORAGE TECHNOLOGIES AND AUTOMATION LTD,STAL,,Other Industrial Products,More
yes,STOVE KRAFT LTD,STOVEKRAFT,STOVEKRAFT,Domestic Appliances,More
yes,STOVEC INDUSTRIES LTD.,STOVACQ,,Textile Machinery,More
no,STRATMONT INDUSTRIES LTD,STRATMONT,,Trading,More
no,STRIDES PHARMA SCIENCE LTD,STAR,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,STURDY INDUSTRIES LTD.,STURDY,,Aluminium and Aluminium Products,More
yes,STYLAM INDUSTRIES LIMITED,STYLAMIND,STYLAMIND,Miscellaneous,More
yes,Styrenix Performance LTD,STYRENIX,STYRENIX,Petrochemicals,More
yes,SUBEX LTD.,SUBEX,SUBEXLTD,Computers - Software - Medium / Small,More
yes,SUBHASH SILK MILLS LTD.,SUBSM,,"Textiles, Apparels & Accessories",More
yes,SUBROS LTD.,SUBROS,SUBROS,Auto Ancillaries,More
no,SUCHITRA FINANCE & TRADING COMPANY LTD,SUCHITRA,,Finance & Investments,More
no,SUDAL INDUSTRIES LTD.,SUDAI,,Aluminium and Aluminium Products,More
yes,SUDARSHAN CHEMICAL INDUSTRIES LTD.,SUDARSCHEM,SUDARSCHEM,Dyes And Pigments,More
no,Sudarshan Pharma Industries Ltd,SUDARSHAN,,Specialty Chemicals,More
yes,SUDITI INDUSTRIES LTD.,SUDTIND-B,,Textiles - Products,More
no,SUGAL & DAMANI SHARE BROKERS LTD.,SUGALDAM,,Finance & Investments,More
no,SUJALA TRADING & HOLDINGS LTD,SUJALA,,Finance & Investments,More
no,SUKHJIT STARCH & CHEMICALS LTD.,SUKHJITS,SUKHJITS,Miscellaneous,More
no,Sula Vineyards Ltd,SULA,SULA,Breweries & Distilleries,More
no,SULABH ENGINEERS & SERVICES LTD.,SULABEN,,Finance & Investments,More
no,SUMEDHA FISCAL SERVICES LTD.,SUMEDHA,,Finance & Investments,More
no,SUMEET INDUSTRIES LTD.,SUMEETINDS,SUMEETINDS,Textiles - Manmade,More
no,SUMERU INDUSTRIES LTD.,SUMERUIND,,Trading,More
no,SUMIT WOODS,,SUMIT,Construction,More
yes,SUMITOMO CHEMICAL INDIA LTD,SUMICHEM,SUMICHEM,Pesticides / Agrochemicals - Indian,More
no,SUMMIT SECURITIES LTD.,SUMMITSEC,SUMMITSEC,Finance & Investments,More
yes,Sumuka Agro Industries Ltd,SUMUKA,,Packaged Foods,More
yes,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,SPARC,Miscellaneous,More
yes,SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,SUNPHARMA,,More
yes,SUN RETAIL LTD,SUNRETAIL,,Trading,More
no,SUN TV NETWORK LTD.,SUNTV,SUNTV,Entertainment / Electronic Media Software,More
yes,SUNCARE TRADERS LTD,SCTL,,Trading,More
no,SUNCITY SYNTHETICS LTD.,SUNCITYSY,,Textiles - Processing,More
yes,SUNDARAM BRAKE LININGS LTD.,SUNDRMBRAK,SUNDRMBRAK,Auto Ancillaries,More
no,Sundaram Clayton,SUNCLAY,SUNCLAY,Castings & Forgings,More
no,SUNDARAM FIN.HOL,,SUNDARMHLD,Finance & Investments,More
no,SUNDARAM FINANCE LTD.,SUNDARMFIN,SUNDARMFIN,Finance & Investments,More
yes,SUNDARAM MULTI PAP LTD.,SUNDARAM,SUNDARAM,Printing & Stationery,More
yes,SUNDRAM FASTENERS LTD.,SUNDRMFAST,SUNDRMFAST,Fasteners,More
no,SUNEDISON INFRASTRUCTURE LTD,SUNEDISON,,Power Generation And Supply,More
no,SUNFLAG IRON & STEEL CO.LTD.,SUNFLAG,SUNFLAG,Steel - Medium / Small,More
yes,Sungarner Energies Ltd,,SEL,,More
no,SUNGOLD CAPITAL LTD.,SUNGOLD,,Finance & Investments,More
no,SUNIL AGRO FOODS LTD.,SUNILAGR,,Food - Processing - Indian,More
no,SUNIL HEALTHCARE LTD,SUNLOC,,Miscellaneous,More
no,SUNIL INDUSTRIES LTD.,SUNILTX,,Textiles - Processing,More
yes,Sunita Tools Ltd,SUNITATOOL,,Industrial Products,More
no,SUNRAJ DIAMOND EXPORTS LTD.,SUNRAJDI,,Diamond Cutting / Jewellery,More
yes,Sunrest Lifescience Ltd,,SUNREST,Pharmaceuticals,More
yes,Sunrise Efficient Marketing Ltd,SEML,,Trading & Distributors,More
no,SUNRISE INDUSTRIAL TRADERS LTD.,SUNRINV,,Other Financial Services,More
yes,SUNSHIELD CHEMICALS LTD.,SUNSHIEL,,Chemicals,More
yes,SUNTECK REALTY LTD.,SUNTECK,SUNTECK,Construction,More
yes,SUPER BAKERS (INDIA) LTD.,SUPERBAK,,Food - Processing - Indian,More
no,SUPER CROP SAFE LTD.,SUCROSA,,Pesticides / Agrochemicals - Indian,More
no,SUPER FINE KNITTERS LTD,SKL,,Textiles - Products,More
yes,SUPER SALES INDIA LTD.,SUPER,,Textiles - Cotton/Blended,More
no,SUPER SPINNING MILLS LTD.,SUPERSPIN,SUPERSPIN,Textiles - Cotton/Blended,More
no,SUPER TANNERY LIMITED,SUPTANERY,,Leather / Leather Products,More
no,SUPERHOUSE LTD.,SUPERHOUSE,SUPERHOUSE,Leather / Leather Products,More
no,SUPERIOR FINLEASE LTD,SUPERIOR,,Finance & Investments,More
yes,Superior Industrial Enterprises Limited,SIEL,,Edible Oil,More
yes,SUPERSHAKTI METALIKS LTD,SUPERSHAKT,,Steel - Medium / Small,More
no,SUPERTEX INDUSTRIES LTD.,SUPERTEX,,Textiles - Processing,More
no,SUPRA PACIFIC MANAGEMENT CONSULTANCY LTD,SUPRAP,,Finance & Investments,More
no,SUPRA TRENDS LIMITED,SUPRATRE,,Textiles - Products,More
yes,SUPRAJIT ENGINEERING LTD.,SUPRAJIT,SUPRAJIT,Auto Ancillaries,More
no,SUPREME ENGG.,,SUPREMEENG,Steel - Medium / Small,More
yes,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,SUPREME,,Construction,More
yes,SUPREME INDUSTRIES LTD.,SUPREMEIND,SUPREMEIND,Plastics Products,More
no,SUPREME INFRASTRUCTURE INDIA LTD.,,SUPREMEINF,Engineering - Turnkey Services,More
yes,Supreme Petrochem Limited,SPLPETRO,SPLPETRO,Basic Materials,More
yes,SUPREME PETROCHEM LTD.,SUPPETRO,,Petrochemicals,More
yes,Supreme Power Equipment Ltd,,SUPREMEPWR,,More
yes,SUPREMEX SHINE STEELS LTD,SUPREMEX,,Trading,More
yes,Supriya Lifescience Ltd,SUPRIYA,SUPRIYA,Pharmaceuticals,More
yes,Suraj Estate Developers Ltd,SURAJEST,SURAJEST,"Residential, Commercial Projects",More
no,SURAJ INDUSTRIES LTD.,SURJIND,,Solvent Extraction,More
no,SURAJ LTD.,SURAJLTD,,Steel - Medium / Small,More
yes,SURAJ PRODUCTS LTD.,SURAJ,,Steel - Sponge Iron,More
yes,SURANA SOLAR LIMITED,SURANASOL,SURANASOL,Electric Equipment,More
no,SURANA TELECOM AND POWER LIMITED,SURANAT&P,SURANAT&P,Diversified - Medium / Small,More
yes,SURANI STEEL TUB,,SURANI,Steel - Medium / Small,More
no,SURAT TEXTILE MILLS LTD.,SURATEX,,Textiles - Manmade,More
yes,SURATWWALA BUSINESS GROUP LTD,SBGLP,SBGLP,Construction,More
yes,SURYA ROSHNI LTD.,SURYAROSNI,SURYAROSNI,Steel - Large,More
no,SURYAAMBA SPINNING MILLS LTD.,SURYAAMBA,,Textiles - Spinning - Synthetic / Blended,More
no,SURYACHAKRA POWER CORPORATION LTD.,SURYACHAKRA,,Power Generation And Supply,More
no,SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,SURYALAXMI,Textiles - Cotton/Blended,More
no,SURYALATA SPINNING MILLS LTD.,SURYALA,,Textiles - Spinning - Synthetic / Blended,More
no,SURYAVANSHI SPINNING MILLS LTD.,SURYVANSP,,Textiles - Cotton/Blended,More
yes,SURYO FOODS & INDUSTRIES LTD.,SURFI,,Aquaculture,More
no,SURYODAY SMALL FINANCE BANK LTD,SURYODAY,SURYODAY,Banks - Private Sector,More
no,SUTLEJ TEXTILES & INDUSTRIES LTD.,SUTLEJTEX,SUTLEJTEX,Textiles - Cotton/Blended,More
no,Suumaya Corporation Ltd,SUUMAYA,,"Textiles, Apparels & Accessories",More
no,Suumaya Industries Limited,SUULD,SUULD,Consumer / Cyclical,More
no,SUVEN LIFE SCIENCES LTD.,SUVEN,SUVEN,Pharmaceuticals - Indian - Bulk Drugs,More
yes,SUVEN PHARMACEUTICALS LTD,SUVENPHAR,SUVENPHAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,SUVIDHAA INFOSERVE LTD,SUVIDHAA,SUVIDHAA,Miscellaneous,More
yes,SUYOG TELEMATICS LTD,SUYOG,,Transmisson Line Towers / Equipment,More
yes,SUZLON ENERGY LTD.,SUZLON,SUZLON,Electric Equipment,More
no,SVAM SOFTWARE LTD.,SVAMSOF,,Computers - Software - Medium / Small,More
yes,SVARAJ TRADING & AGENCIES LTD.,ZSVARAJT,,Trading,More
no,SVARNIM TRADE UDYOG LTD,SNIM,,Trading,More
no,SVC INDUSTRIES LTD,SVCIND,,Petrochemicals,More
no,SVC Resources Limited,SVCRES,,Mining,More
no,SVP GLOBAL VENTURES LTD.,SVPGLOB,SVPGLOB,Trading,More
yes,SVP HOUSING LTD,SVPHOUSING,,Construction,More
yes,SVS Ventures Ltd,SVS,,"Residential, Commercial Projects",More
no,SW INVESTMENTS LTD,SW1,,Finance & Investments,More
no,SWADESHI INDUSTRIES LEASING CO.LTD,SWADEIN,,Containers & Packaging,More
no,SWADESHI POLYTEX LTD.,SWADPOL,,Construction,More
no,SWAN ENERGY LTD.,SWANENERGY,SWANENERGY,Textiles - Products,More
yes,SWARAJ ENGINES LTD.,SWARAJENG,SWARAJENG,Engines,More
no,Swaraj Suiting,,SWARAJ,Textiles - Spinning - Synthetic / Blended,More
no,SWARNA SECURITIES LTD.,SWRNASE,,Finance & Investments,More
no,SWARNSARITA GEMS LTD,SWARNSAR,,Diamond Cutting / Jewellery,More
no,Swashthik Plascon Ltd,SPL,,Plastic Products - Industrial,More
yes,SWASTI VINAYAKA ART AND HERITAGE CORPORATION LTD,SVARTCORP,,Miscellaneous,More
yes,SWASTI VINAYAKA SYNTHETICS LTD.,SWASTIVI,,Textiles - Spinning - Synthetic / Blended,More
no,SWASTIK PIPE LIMITED,,SWASTIK,Iron & Steel Products,More
no,SWASTIKA INVESTMART LTD.,SWASTIKA,,Finance & Investments,More
no,SWELECT ENERGY SYSTEMS LIMITED,SWELECTES,SWELECTES,Electric Equipment,More
no,SWISS MILITARY CONSUMER GOODS LTD,SWISSMLTRY,,Finance & Investments,More
yes,SWITCHING TECHNOLOGIES GUNTHER LTD,SWITCHTE,,Other Electrical Equipment,More
no,SWORD-EDGE COMMERCIALS LIMITED,SWORDEDGE,,Trading,More
no,SYBLY INDUSTRIES LTD.,SYBLY,,,More
yes,Sylph Education Solutions Ltd,SESL,,Education,More
no,SYMBIOX INVESTMENT & TRADING COMPANY LTD,SYMBIOX,,Trading,More
yes,SYMPHONY LIMITED,SYMPHONY,SYMPHONY,Domestic Appliances,More
yes,SYNCOM FORMULATIONS (INDIA) LTD.,SYNCOMF,SYNCOMF,Pharmaceuticals - Indian - Formulations,More
yes,SYNERGY GREEN INDUSTRIES LTD,SGIL,SGIL,Castings & Forgings,More
yes,SYNGENE INTERNATIONAL LTD,SYNGENE,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,Synoptics Techno,,SYNOPTICS,Computers - Software - Medium / Small,More
yes,SYNTHIKO FOILS LTD.,SYNTHFO,,Aluminium and Aluminium Products,More
yes,Syrma SGS Technology Ltd,SYRMA,SYRMA,Industrial Electronics,More
yes,SYSCHEM (INDIA) LTD.,SYSCHEM,,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,Systango Technologies Ltd,,SYSTANGO,Computers - Software & Consulting,More
no,SYSTEMATIX CORPORATE SERVICES LTD.,SYSTMTXC,,Finance & Investments,More
yes,T & I GLOBAL LTD.,TIGLOB,,Trading,More
yes,T D POWER SYSTEMS LTD.,TDPOWERSYS,TDPOWERSYS,Electric Equipment,More
no,T T LTD.,TTL,TTL,Textiles - Products,More
yes,T.SPIRITUAL WORLD LTD.,TSPIRITUAL,,Trading,More
yes,TAAL ENTERPRISES LTD,TAALENT,,Transport - Airlines,More
yes,TAAZA INTERNATIONAL LTD,TAAZAINT,,Miscellaneous,More
yes,TAC Infosec Ltd,,TAC,Computer-Software & Consulting,More
yes,TAI INDUSTRIES LTD.,TAIIND,,Trading,More
no,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,TAINWALCHM,TAINWALCHM,Plastics Products,More
no,TAJGVK HOTELS & RESORTS LTD.,TAJGVK,TAJGVK,Hotels,More
yes,TAKE SOLUTIONS LTD.,TAKE,TAKE,Computers - Software - Medium / Small,More
yes,TALBROS AUTOMOTIVE COMPONENTS LTD.,TALBROAUTO,TALBROAUTO,Auto Ancillaries,More
no,TALBROS ENGINEERING LTD,TALBROSENG,,Auto Ancillaries,More
yes,TAMBOLI CAPITAL LTD.,TAMBOLI,,Finance & Investments,More
no,TAMIL NADU NEWSPRINT & PAPERS LTD.,TNPL,TNPL,Paper,More
no,Tamilnad Mercantile Bank Ltd,TMB,TMB,Private Sector Bank,More
yes,TAMILNADU PETROPRODUCTS LTD.,TNPETRO,TNPETRO,Chemicals,More
no,TAMILNADU STEEL TUBES LTD.,TNSTLTU,,Steel - Medium / Small,More
no,TAMILNADU TELECOMMUNICATIONS LTD.,TNTELE,TNTELE,Cables - Telephone,More
yes,TANEJA AEROSPACE & AVIATION LTD.,TANAA,,Engineering,More
yes,TANFAC INDUSTRIES LTD.,TANFACIND,,Chemicals,More
yes,TANLA PLATFORMS LTD,TANLA,TANLA,Computers - Software - Medium / Small,More
no,TANTIA CONSTRUCTIONS LTD.,TCLCONS,TCLCONS,Construction,More
yes,TANVI FOODS (INDIA) LTD,TANVI,,Food - Processing - Indian,More
yes,TAPARIA TOOLS LTD.,TAPARIA,,Castings & Forgings,More
yes,Tapi Fruit,,TAPIFRUIT,Food - Processing - Indian,More
no,TARA CHAND,,TARACHAND,Miscellaneous,More
no,TARAI FOODS LTD.,TARAI,,Food - Processing - Indian,More
no,TARAPUR TRANSFORMERS LTD,TARAPUR,TARAPUR,Electric Equipment,More
no,TARC LTD,TARC,TARC,Construction,More
no,TARINI INTERNATIONAL LTD,TARINI,,Engineering - Turnkey Services,More
yes,TARMAT LTD,TARMAT,TARMAT,Construction,More
yes,Tarsons Products Ltd,TARSONS,TARSONS,Healthcare Supplies.,More
yes,TASTY BITE EATABLES LTD.,TASTYBIT,TASTYBITE,Food - Processing - Indian,More
no,TASTY DAIRY SPECIALITIES LTD,TDSL,,Food - Processing - Indian,More
yes,TATA CHEMICALS LTD.,TATACHEM,TATACHEM,Chemicals,More
yes,TATA COFFEE LTD.,TATACOFFEE,,Tea,More
yes,TATA COMMUNICATIONS LTD.,TATACOMM,TATACOMM,Telecommunications - Service Provider,More
yes,TATA CONSULTANCY SERVICES LTD.,TCS,TCS,Computers - Software - Large,More
yes,TATA CONSUMER PRODUCTS LTD,TATACONSUM,TATACONSUM,Tea,More
yes,TATA ELXSI LTD.,TATAELXSI,TATAELXSI,Computers - Software - Medium / Small,More
no,TATA INVESTMENT CORPORATION LTD.,TATAINVEST,TATAINVEST,Finance & Investments,More
yes,TATA METALIKS LTD.,TATAMETALI,TATAMETALI,Steel - Pig Iron,More
no,TATA MOTORS  LTD - DVR,TATAMTRDVR,TATAMTRDVR,Automobiles - LCVs / HCVs,More
no,TATA MOTORS LTD.,TATAMOTORS,TATAMOTORS,Automobiles - LCVs / HCVs,More
no,TATA POWER CO.LTD.,TATAPOWER,TATAPOWER,Power Generation And Supply,More
no,TATA STEEL BSL LTD,TATASTLBSL,,Steel - Large,More
no,TATA STEEL LONG PRODUCTS LTD,TATASTLLP,,Steel - Sponge Iron,More
no,TATA STEEL LTD.,TATASTEEL,TATASTEEL,Steel - Large,More
yes,Tata Technologies Ltd,TATATECH,TATATECH,IT Enabled Services,More
no,TATA TELESERVICES (MAHARASHTRA) LTD.,TTML,TTML,Telecommunications - Service Provider,More
yes,TATIA GLOBAL VENNTURE LTD.,TATIAGLOB,,Construction,More
yes,TATVA CHINTAN PHARMA CHEM LTD,TATVA,TATVA,Chemicals,More
yes,TAVERNIER RESOURCES LIMITED,TAVERNIER,,Trading,More
yes,TAYLORMADE RENEWABLES LTD,TRL,,Electric Equipment,More
no,TAYO ROLLS LTD.,TATAYODOGA,,Castings & Forgings,More
no,TCFC FINANCE LTD.,TCFCFINQ,,Finance & Investments,More
yes,TCI DEVELOPERS LTD.,TCIDEVELOP,,Construction,More
yes,TCI EXPRESS LTD,TCIEXP,TCIEXP,Couriers,More
no,TCI FINANCE LTD.,TCIFINANCE,TCIFINANCE,Finance & Investments,More
yes,TCM LTD.,TCMLMTD,,Chemicals,More
yes,TCNS CLOTHING CO. LTD,TCNSBRANDS,TCNSBRANDS,Textiles - Products,More
no,TCPL PACKAGING LTD.,TCPLPACK,TCPLPACK,Packaging,More
yes,TEAMLEASE SERVICES LTD,TEAMLEASE,TEAMLEASE,Miscellaneous,More
no,Teamo Production,TPHQ,TPHQ,Finance & Investments,More
yes,TECH MAHINDRA LTD.,TECHM,TECHM,Computers - Software - Large,More
no,TECHINDIA NIRMAN LIMITED,TECHIN,TECHIN,Construction,More
yes,TECHNO ELECTRIC & ENGINEERING COMPANY LTD,TECHNOE,TECHNOE,Engineering - Turnkey Services,More
yes,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,TIIL,Steel - Medium / Small,More
no,TECHNOFAB ENGINEERING LIMITED,TECHNOFAB,,Engineering - Turnkey Services,More
yes,Technopack Polymers Ltd,TECHNOPACK,,Plastic Products - Consumer,More
yes,TECHNVISION VENTURES LTD.,TECHNVISN,,Computers - Software - Medium / Small,More
yes,TEERTH GOPICON LIMITED,,TGL,Civil Construction,More
yes,TEESTA AGRO INDUSTRIES LTD.,TEEAI,,Fertilizers,More
yes,Tega Industries Ltd,TEGA,TEGA,Industrial Machinery,More
no,TEJAS NETWORKS LTD,TEJASNET,TEJASNET,Telecommunications - Service Provider,More
yes,TEJNAKSH HEALTHCARE LTD,TEJNAKSH,,Healthcare,More
yes,TEMBO GLOBAL,,TEMBO,Trading,More
no,Tentiwala Metal Products Ltd,TENTIMETAL,,Aluminium,More
no,TERA SOFTWARE LTD.,TERASOFT,TERASOFT,Computers - Software - Medium / Small,More
no,TERAI TEA CO.LTD.,TERAI,,Tea,More
no,TERRASCOPE VENTURES LTD,TERRASCOPE,,Miscellaneous,More
no,TEXEL INDUSTRIES LTD.,TEXELIN,,Packaging,More
no,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,TEXINFRA,TEXINFRA,Construction,More
no,TEXMACO RAIL & ENGINEERING LTD.,TEXRAIL,TEXRAIL,Engineering,More
yes,TEXMO PIPES & PRODUCTS LTD.,TEXMOPIPES,TEXMOPIPES,Plastics Products,More
no,TGB BANQUETS AND HOTELS LTD.,TGBHOTELS,TGBHOTELS,Hotels,More
yes,TGV SRAAC LTD,TGVSL,,Chlor Alkali / Soda Ash,More
yes,Thaai Casting Ltd,,TCL,Auto Components & Equipments,More
no,THACKER & CO.LTD.,THACKER,,Trading,More
yes,THAKKERS DEVELOPERS LTD.,THAKDEV,,Construction - Real Estate,More
no,THAKRAL SERVICES (INDIA) LTD.,THAKRAL,,Electronics - Components,More
no,THAMBBI MODERN SPINNING MILLS LTD.,THAMBBI,,Textiles - Cotton/Blended,More
yes,THANGAMAYIL JEWELLERY LTD,THANGAMAYL,THANGAMAYL,Diamond Cutting / Jewellery,More
yes,THE ANUP ENGINEERING LTD,ANUP,ANUP,Engineering,More
no,THE BYKE HOSPITALITY LTD.,THEBYKE,BYKE,Hotels,More
no,THE HI-TECH GEARS LTD,HITECHGEAR,HITECHGEAR,Auto Ancillaries,More
no,THE INDIAN WOOD PRODUCTS COMPANY LTD,IWP,,Miscellaneous,More
no,THE INVESTMENT TRUST OF INDIA LTD,THEINVEST,THEINVEST,Finance & Investments,More
yes,THE MANDHANA RETAIL VENTURES LTD,TMRVL,,Textiles - Products,More
no,THE NEW INDIA ASSURANCE COMPANY LTD,NIACL,NIACL,Finance & Investments,More
yes,THE PHOENIX MILLS LTD,PHOENIXLTD,PHOENIXLTD,Construction,More
no,THE PHOSPHATE COMPANY LTD,PHOSPHATE,,Fertilizers,More
yes,THE RAMCO CEMENTS LIMITED,RAMCOCEM,RAMCOCEM,Cement - South India,More
yes,THE YAMUNA SYNDICATE LTD,YSL,,Trading,More
yes,THEJO ENGG.,,THEJO,Engineering,More
yes,THEMIS MEDICARE LTD.,THEMISMED,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,THERMAX,THERMAX,THERMAX,Engineering,More
no,THINKINK PICTUREZ LTD,THINKINK,,Entertainment / Electronic Media Software,More
no,THIRANI PROJECTS LTD,TPROJECT,,Finance & Investments,More
no,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,THIRDFIN,,Finance & Investments,More
no,THIRUMALAI CHEMICALS LTD.,TIRUMALCHM,TIRUMALCHM,Chemicals,More
yes,THOMAS COOK (INDIA) LTD.,THOMASCOOK,THOMASCOOK,Travel Agencies,More
no,THOMAS SCOTT (INDIA) LIMITED,THOMASCOTT,THOMASCOTT,Textiles - Products,More
yes,THYROCARE TECHNOLOGIES LTD,THYROCARE,THYROCARE,Healthcare,More
no,TIAAN CONSUMER LTD,TIAANC,,Trading,More
yes,TIDE WATER OIL (INDIA) LTD.,TIDEWATER,TIDEWATER,Chemicals,More
yes,TIGER LOGISTICS (INDIA) LTD,TIGERLOGS,,Miscellaneous,More
no,TIJARIA POLYPIPES LTD.,TIJARIA,TIJARIA,Plastics Products,More
no,TIL LTD.,TIL,TIL,Engineering,More
no,TILAK VENTURES LTD,TILAK,,Trading,More
no,TILAKNAGAR INDUSTRIES LTD.,TI,TI,Breweries & Distilleries,More
no,TIME TECHNOPLAST LTD.,TIMETECHNO,TIMETECHNO,Plastics Products,More
no,TIMES GREEN ENERGY (INDIA) LTD,TIMESGREEN,,Trading,More
no,TIMES GUARANTY LTD.,TIMESGTY,TIMESGTY,Finance & Investments,More
yes,Timescan Logist.,,TIMESCAN,Miscellaneous,More
yes,TIMEX GROUP INDIA LTD.,TIMEX,,Miscellaneous,More
yes,TIMKEN INDIA LTD.,TIMKEN,TIMKEN,Bearings,More
yes,TINNA RUBBER AND INFRASTRUCTURE LIMITED,TINNARUBR,,Trading,More
no,TINNA TRADE LTD,TINNATFL,,Trading,More
yes,TINPLATE COMPANY OF INDIA LTD.,TINPLATE,TINPLATE,Mining / Minerals / Metals,More
no,Tips Films,TIPSFILMS,TIPSFILMS,Entertainment / Electronic Media Software,More
no,TIPS INDUSTRIES LTD.,TIPSINDLTD,TIPSINDLTD,Entertainment / Electronic Media Software,More
no,TIRTH PLASTIC LTD,TIRTPLS,,Trading & Distributors,More
no,Tirupati Fincorp Ltd,TIRUFIN,,Finance (including NBFCs),More
no,TIRUPATI FOAM LTD,TIRUFOAM,,Textiles - Products,More
yes,TIRUPATI FORGE,,TIRUPATIFL,Castings & Forgings,More
no,TIRUPATI SARJAN LTD.,TIRSARJ,,Construction,More
no,TIRUPATI STARCH & CHEMICALS LTD.,TIRUSTA,,Miscellaneous,More
yes,TIRUPATI TYRES LTD,TTIL,,Trading,More
no,Titaanium Ten Enterprise Ltd,TITAANIUM,,Textiles,More
yes,Titagarh Rail Systems Ltd,TITAGARH,TITAGARH,Railway Wans,More
yes,TITAN BIOTECH LTD.,TITANBIO,,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,TITAN COMPANY LIMITED,TITAN,TITAN,Diamond Cutting / Jewellery,More
yes,Titan Intech Ltd,TITANIN,,Trading,More
no,TITAN SECURITIES LTD.,TITANSEC,,Finance & Investments,More
no,TOKYO FINANCE LTD.,TOKYOFIN,,Finance & Investments,More
yes,TOKYO PLAST INTERNATIONAL LTD.,TOKYOPLAST,TOKYOPLAST,Plastics Products,More
yes,TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,TORNTPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,TORRENT POWER LTD.,TORNTPOWER,TORNTPOWER,Power Generation And Supply,More
yes,TOTAL TRANSPORT,,TOTAL,Miscellaneous,More
yes,TOUCHWOOD ENTER.,,TOUCHWOOD,Miscellaneous,More
no,TOURISM FINANCE CORPORATION OF INDIA LTD.,TFCILTD,TFCILTD,Finance - Term-Lending Institutions,More
no,TOYAM INDUSTRIES LTD,TOYAMIND,,Trading,More
no,TPI INDIA LTD.,TPINDIA,,,More
yes,TPL PLASTECH LTD.,TPLPLAST,TPLPLASTEH,Packaging,More
yes,Tracxn Technologies Ltd,TRACXN,TRACXN,Data Processing Services,More
no,TRADE WINGS LTD.,TRADWIN,,Travel Agencies,More
no,TRANS ASIA CORPORATION LTD.,TRANSASIA,,Trading,More
no,TRANS FINANCIAL RESOURCES LTD.,TRANSFIN,,Construction,More
yes,TRANSCHEM LTD.,TRANSCHEM,,Pharmaceuticals - Indian - Bulk Drugs,More
yes,TRANSCORP INTERNATIONAL LTD.,TRANSCOR,,Travel Agencies,More
yes,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,TRIL,TRIL,Electric Equipment,More
no,TRANS-FREIGHT CONTAINERS LTD.,TRANSFRE,,Packaging,More
no,TRANSGENE BIOTEK LTD.,TRABI,,Healthcare,More
no,TRANSGLOBE FOODS LTD.,TRANSFD,,Food - Processing - Indian,More
yes,TransIndia Real,TREL,TREL,Miscellaneous,More
yes,TRANSPEK INDUSTRY LTD.,TRANSPEK,,Chemicals,More
yes,TRANSPORT CORPORATION OF INDIA LTD.,TCI,TCI,Miscellaneous,More
yes,Transteel Seating Technologies Ltd,,TRANSTEEL,Furniture Home Furnishing,More
yes,Transvoy Logistics India Ltd,TRANSVOY,,Logistics Solution Provider,More
no,TRANSWARRANTY FINANCE LTD.,TFL,TFL,Finance & Investments,More
yes,TRANSWIND INFRA.,,TRANSWIND,Engineering - Turnkey Services,More
no,TRC FINANCIAL SERVICES LTD.,TRCFIN,,Finance & Investments,More
yes,TREE HOUSE EDUCATION & ACCESSORIES LTD.,TREEHOUSE,TREEHOUSE,Miscellaneous,More
yes,TREJHARA SOLUTIONS LTD,TREJHARA,TREJHARA,Computers - Software - Medium / Small,More
yes,TRENT LTD.,TRENT,TRENT,Trading,More
no,TRF LTD.,TRF,TRF,Engineering,More
no,TRIBHOVANDAS BHIMJI ZAVERI LTD.,TBZ,TBZ,Diamond Cutting / Jewellery,More
no,TRICOM FRUIT PRODUCTS LIMITED,TRICOMFRU,,,More
